УКРАЇНА 45962947 45778534 45633637
Міське населення 19896 19731 19579
м. Мена 12513 12425 12346
смт Березна 4959 4902 4856
смт Макошине 2424 2404 2377
Сільське населення 19975 19574 19163
______________________________________________________________________________
Чисельність наявного населення України на 1 січня 2012 року
Державна служба статистики України 110
3. ЧИСЕЛЬНІСТЬ НАЯВНОГО НАСЕЛЕННЯ НА 1 СІЧНЯ
______________________________________________________________________________
(осіб)
2010 1 2011 1 2012
Ніжинський район 30683 30098 29595
Міське населення 4235 4200 4158
смт Лосинівка 4235 4200 4158
Сільське населення 26448 25898 25437
Новгород-Сіверський район 29889 29308 28837
Міське населення 14178 14020 13911
м. Новгород-Сіверський 14178 14020 13911
Сільське населення 15711 15288 14926
Носівський район 31877 31451 31144
Міське населення 14278 14185 14120
м. Носівка 14278 14185 14120
Сільське населення 17599 17266 17024
Прилуцький район 38794 38210 37683
Міське населення 11545 11456 11367
смт Ладан 6528 6466 6437
смт Линовиця 2841 2825 2773
смт Мала Дівиця 2176 2165 2157
Сільське населення 27249 26754 26316
Ріпкинський район 30986 30389 29852
Міське населення 15256 15085 14968
смт Ріпки 7533 7458 7426
смт Добрянка 2986 2953 2918
смт Замглай 1891 1871 1848
смт Любеч 2264 2228 2200
смт Радуль 582 575 576
Сільське населення 15730 15304 14884
Семенівський район 19366 19104 18974
Міське населення 8471 8450 8507
м. Семенівка 8471 8450 8507
Сільське населення 10895 10654 10467
Сосницький район 20986 20644 20265
Міське населення 7571 7534 7418
смт Сосниця 7571 7534 7418
Сільське населення 13415 13110 12847
Срібнянський район 12389 12187 12054
Міське населення 4528 4516 4530
смт Срібне 3277 3274 3291
смт Дігтярі 1251 1242 1239
Сільське населення 7861 7671 7524
Талалаївський район 14346 14125 13981
Міське населення 5096 5055 5077
смт Талалаївка 5096 5055 5077
Сільське населення 9250 9070 8904
______________________________________________________________________________
Чисельність наявного населення України на 1 січня 2012 року
Державна служба статистики України 111
3. ЧИСЕЛЬНІСТЬ НАЯВНОГО НАСЕЛЕННЯ НА 1 СІЧНЯ
______________________________________________________________________________
(осіб)
2010 1 2011 1 2012
Чернігівський район 53897 53337 52978
Міське населення 9596 9494 9467
смт Гончарівське 3324 3312 3331
смт Михайло-Коцюбинське 2957 2927 2951
смт Олишівка 2117 2080 2029
смт Седнів 1198 1175 1156
Сільське населення 44301 43843 43511
